"Title","Company","Location","Created","Category","URL","Latitude","Longitude"
"IT Procurement & Logistics Specialist","GTT","India","2025-07-12T02:27:41Z","IT Jobs","https://www.adzuna.in/details/5298577683?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Sourcing Specialist (Procurement)","Careernet Technologies Pvt Ltd","India","2025-06-06T20:49:00Z","Healthcare & Nursing Jobs","https://www.adzuna.in/details/5236372072?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"OPRC20 - Specialist, Procurement","Kellogg Brown & Root Engineering & Construction India","India","2025-07-15T02:33:12Z","Retail Jobs","https://www.adzuna.in/details/5302577179?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Senior Specialist - Procurement","R1 RCM Global","India","2025-04-29T02:14:43Z","Retail Jobs","https://www.adzuna.in/details/5167373077?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Procurement - Supply Chain Management|| SME/TL/TM","2coms","Khengrapatti, Kolkata","2025-05-22T22:09:30Z","Retail Jobs","https://www.adzuna.in/details/5210994831?utm_medium=api&utm_source=c8890522","22.57285","88.34373"
"Analytics Specialist- Procurement and IT","ZEISS India","Bangalore, Karnataka","2025-07-07T09:14:43Z","IT Jobs","https://www.adzuna.in/details/5289687428?utm_medium=api&utm_source=c8890522","12.9767936","77.5900820"
"Strategic Sourcing Specialist (Procurement)","Musarubra Software India","Bangalore, Karnataka","2025-06-27T03:14:54Z","Accounting & Finance Jobs","https://www.adzuna.in/details/5270418287?utm_medium=api&utm_source=c8890522","12.95703","77.59837"
"Materials Management Specialist (Procurement)","The Church of Jesus Christ of Latter-day Saints","India","2025-07-18T02:36:44Z","Consultancy Jobs","https://www.adzuna.in/details/5308988177?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Specialist Sustainable Procurement","ap mollermaersk shipping","Mumbai, Maharashtra","2025-05-19T20:04:21Z","Logistics & Warehouse Jobs","https://www.adzuna.in/details/5206143200?utm_medium=api&utm_source=c8890522","19.00821","72.84415"
"Specialist - Sustainable Procurement","Maersk","India","2025-05-18T02:02:26Z","Logistics & Warehouse Jobs","https://www.adzuna.in/details/5204268842?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Specialist 3, Procurement","Comcast India Engineering Center I, LLP","India","2025-07-13T02:35:58Z","IT Jobs","https://www.adzuna.in/details/5300211426?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Supplier Expeditor","Flowserve Corporation","India","2025-06-15T02:52:15Z","Logistics & Warehouse Jobs","https://www.adzuna.in/details/5251181480?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"HJ-1318 - Project Procurement & PO Specialist (IT Domain)","Softobiz","Hyderabad, Telangana","2025-07-01T03:18:31Z","IT Jobs","https://www.adzuna.in/details/5276300962?utm_medium=api&utm_source=c8890522","17.40275","78.50806"
"SAP Procurement Solution Design Specialist","RED Global","India","2025-07-07T09:12:08Z","Consultancy Jobs","https://www.adzuna.in/details/5289681231?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Specialist - Procurement/ New Product Development","Mindsprint","Chennai, Tamil Nadu","2025-07-08T08:36:04Z","Logistics & Warehouse Jobs","https://www.adzuna.in/details/5291253854?utm_medium=api&utm_source=c8890522","13.06041","80.24963"
"Entry level Analyst (Only Freshers)","Wisestep","India","2025-07-18T04:05:23Z","Scientific & QA Jobs","https://www.adzuna.in/details/5309105432?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Specialist - GBS Procurement Job in Flex","Flex","India","2025-02-02T22:28:17Z","Manufacturing Jobs","https://www.adzuna.in/details/5034554173?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Contract Specialist - Global Procurement","40 Finance","India","2025-07-18T02:39:55Z","Accounting & Finance Jobs","https://www.adzuna.in/details/5309003151?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Procurement Representative","IND","India","2025-07-19T02:37:01Z","Engineering Jobs","https://www.adzuna.in/details/5310696833?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Specialist – Procurement And Accounts Payable Product Delivery Lead","Private Limited","Bangalore, Karnataka","2025-05-05T01:48:16Z","Accounting & Finance Jobs","https://www.adzuna.in/details/5180736269?utm_medium=api&utm_source=c8890522","12.95703","77.59837"
