"Title","Company","Location","Created","Category","URL","Latitude","Longitude"
"Senior Hardware Engineer","Stryker","India","2025-04-22T23:53:48Z","Engineering Jobs","https://www.adzuna.in/land/ad/5156669390?se=4nAwvoVk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=D375A861D16698BF8BC60F1DE093E0EBE564D109","22.3511148","78.6677428"
"PMIC Applications Engineer, Senior","Qualcomm","Bangalore, Karnataka","2025-07-11T04:06:21Z","Engineering Jobs","https://www.adzuna.in/land/ad/5296920119?se=4nAwvoVk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=67DFCF4D7E4C5F648624A2BACC91A8E9B675A4A4","12.95703","77.59837"
"SR. PCB Design Layout Engineer","Nilasu Consulting Services Pvt Ltd","Bangalore, Karnataka","2025-06-06T20:45:46Z","Engineering Jobs","https://www.adzuna.in/details/5236367961?utm_medium=api&utm_source=c8890522","12.95703","77.59837"
"enABLE-Empowering people with disability","Eaton Corporation","Pune, Maharashtra","2025-07-16T10:38:20Z","Engineering Jobs","https://www.adzuna.in/land/ad/5305889580?se=4nAwvoVk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=B986232A0229BA31F0BB8085C6A67E5C3B92C6ED","18.5062","73.84735"
"PCB Design Engineer Cloud Platforms","Google India Pvt Ltd","India","2025-05-19T20:04:24Z","IT Jobs","https://www.adzuna.in/details/5206143564?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"B.Tech Summer Internship : Electric Power","GE Aerospace","Bangalore, Karnataka","2025-07-17T10:37:50Z","Engineering Jobs","https://www.adzuna.in/land/ad/5307821707?se=4nAwvoVk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=404E2339F2E29D218642211DDC5CCF285FAAE979","12.9767936","77.5900820"
"Lead Engineer – PCB Design and Electronics Hardware","GE Vernova","Chennai, Tamil Nadu","2025-04-26T01:56:37Z","Engineering Jobs","https://www.adzuna.in/details/5163038456?utm_medium=api&utm_source=c8890522","13.06041","80.24963"
"CAD PCB Design Engineer Pixel Phones","Google India Pvt Ltd","India","2025-05-14T20:01:20Z","Engineering Jobs","https://www.adzuna.in/details/5198198482?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"ECAD Engineer","Danfoss","India","2025-07-18T11:44:00Z","Engineering Jobs","https://www.adzuna.in/land/ad/5309606885?se=4nAwvoVk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=13B1434B9C9BD714CB2BC9E32D98965FE292A6E5","22.3511148","78.6677428"
"AI Enabled Devops Engineer","IBM","Bangalore, Karnataka","2025-06-05T23:41:01Z","Engineering Jobs","https://www.adzuna.in/land/ad/5234851080?se=4nAwvoVk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=BB69071BB91CCE22633C8F3A067D168D045DFC7B","12.95703","77.59837"
"Hardware Design Engineer -Lead","Arrow Electronics","Ahmedabad, Gujarat","2025-02-08T06:27:53Z","Engineering Jobs","https://www.adzuna.in/land/ad/5042083407?se=4nAwvoVk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=265A68AC78EF43B2D3F9945F25417F1F7D448704","23.042","72.59465"
"Principal Software Engineer","Cadence Design Systems, Inc.","Noida, Ghaziabad","2025-04-17T23:02:41Z","Engineering Jobs","https://www.adzuna.in/land/ad/5149970297?se=4nAwvoVk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=B4E6CB981961B8127481E520DC3AA140922B8BDA","28.56579","77.3225"
"Senior AI Hardware Engineer - PCB Design Specialist","Omnidya Tech","Ahmedabad, Gujarat","2025-07-07T09:14:31Z","IT Jobs","https://www.adzuna.in/details/5289686588?utm_medium=api&utm_source=c8890522","23.042","72.59465"
"PCB Layout Designer.","Systel Inc","Trombay, Mumbai","2025-05-09T18:12:17Z","Engineering Jobs","https://www.adzuna.in/details/5190355390?utm_medium=api&utm_source=c8890522","19.0695","72.99746"
"PCB Layout Designer.","Systel","Navi Mumbai, Maharashtra","2025-03-03T17:14:43Z","Engineering Jobs","https://www.adzuna.in/details/5071851353?utm_medium=api&utm_source=c8890522","19.02","73.02"
"PCB/FPC Designer","ENNOVI","Bangalore, Karnataka","2025-06-21T08:50:36Z","Engineering Jobs","https://www.adzuna.in/details/5260940324?utm_medium=api&utm_source=c8890522","12.9767936","77.5900820"
"Electrical Engineer","Applied Materials","Bangalore, Karnataka","2025-02-12T06:10:09Z","Engineering Jobs","https://www.adzuna.in/land/ad/5046652602?se=4nAwvoVk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=AA10098984C719610DDCE1A9C369348944CD41D5","12.95703","77.59837"
"Electrical Design Engineer - Compliance/Certification","Emerson","Pune, Maharashtra","2025-06-19T23:45:31Z","Engineering Jobs","https://www.adzuna.in/land/ad/5258446145?se=4nAwvoVk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=A50FA04058B04DC7FDAABBC1AA6D8C82FAE7FE4F","18.5062","73.84735"
"Sr Signal Integrity Engineer","TE Connectivity","Bangalore, Karnataka","2025-03-21T23:08:47Z","Engineering Jobs","https://www.adzuna.in/land/ad/5104976794?se=niOxyYVk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=470768C8BF89A8713C27641ECF2C1E78C8CCD40B","12.95703","77.59837"
"Thermals and Power Architect (12 to 16 years)- Bachelor's Electrical/Electronic Engineering or Master's in Thermal/ Power Engineering domains","SanDisk","Bangalore, Karnataka","2025-05-07T23:15:56Z","Engineering Jobs","https://www.adzuna.in/land/ad/5186316856?se=niOxyYVk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=A49B937E6283842590B27DEDDC1F9133B9AFDB7F","12.9767936","77.5900820"
"Senior Engineer - Hardware","Allegion","Bangalore, Karnataka","2025-02-12T22:32:13Z","Engineering Jobs","https://www.adzuna.in/land/ad/5047415376?se=niOxyYVk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=C7419A5FFF8615B839B87FE9D04CA92B4D4BFAD0","12.95703","77.59837"
"PCB Layout Design Engineer","Magna International, Inc","India","2025-07-17T06:17:10Z","Engineering Jobs","https://www.adzuna.in/details/5307542108?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"MGR II R&D/PRODUCT DVL ENGINEERING - SIGNAL INTEGRITY","TE Connectivity","Bangalore, Karnataka","2025-02-06T06:31:29Z","Engineering Jobs","https://www.adzuna.in/land/ad/5039189874?se=niOxyYVk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=30FC44E61A46E41E88FCA8EDE9ABC33081F0E8E0","12.95703","77.59837"
"Staff Engineer – Electrical Component-Power Electronics, ANSYS, MATLAB, PCB design","Her second innings","Bangalore, Karnataka","2025-06-06T20:49:09Z","Engineering Jobs","https://www.adzuna.in/details/5236372643?utm_medium=api&utm_source=c8890522","12.95703","77.59837"
"Manager, Engineering","Danfoss","Pune, Maharashtra","2025-06-28T23:44:11Z","Engineering Jobs","https://www.adzuna.in/land/ad/5273722684?se=niOxyYVk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=30DBE274DEB86FF10056D578FFAE8E960F5309A0","18.5062","73.84735"
"Staff Field Applications Engineer (FAE)","Renesas","Bangalore, Karnataka","2025-05-10T23:13:34Z","Engineering Jobs","https://www.adzuna.in/land/ad/5192462010?se=niOxyYVk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=92BFDF0A1DB4FD2B920FE7B3325F0E24FC087BA3","12.9767936","77.5900820"
"Principal Engineer/Sr Staff Engineer - Probe card and boards design Lead","Renesas","Hyderabad, Telangana","2025-07-12T10:46:12Z","Engineering Jobs","https://www.adzuna.in/land/ad/5299205428?se=niOxyYVk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=D15B5FA45B637A5517908DF7361AFDB75E8A154A","17.40275","78.50806"
"Lead PCB Validation Engineer","TE Connectivity","Bangalore, Karnataka","2025-07-16T10:40:18Z","Engineering Jobs","https://www.adzuna.in/land/ad/5305892943?se=niOxyYVk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=E9A36F88554CCB51B46C6CBDC0E3A14B2BDB7C8A","12.95703","77.59837"
