"Title","Company","Location","Created","Category","URL","Latitude","Longitude"
"Sr. Firmware Engineer","Emerson","Pune, Maharashtra","2025-06-24T23:42:27Z","IT Jobs","https://www.adzuna.in/land/ad/5266061248?se=AKFco5lk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=7E24B3E6FEFC9FF7822CB313329DA812534C9A1A","18.5062","73.84735"
"Firmware Senior Developer","Ayla Networks","Bangalore, Karnataka","2025-03-02T16:42:07Z","Engineering Jobs","https://www.adzuna.in/details/5070430734?utm_medium=api&utm_source=c8890522","12.95703","77.59837"
"Tech Lead Firmware Engineer","Resideo","India","2025-03-04T22:35:37Z","Engineering Jobs","https://www.adzuna.in/land/ad/5075087243?se=AKFco5lk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=79A4534C100962E96F2338A28C9F0498996EC3C0","22.3511148","78.6677428"
"Tech Lead Firmware","Resideo","India","2025-04-11T00:20:15Z","Engineering Jobs","https://www.adzuna.in/land/ad/5139224285?se=AKFco5lk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=9E208B256890973F47D2F8D60B40B3225A98E5D8","22.3511148","78.6677428"
"Tech Lead - Firmware","Resideo","India","2025-02-26T22:35:10Z","Engineering Jobs","https://www.adzuna.in/land/ad/5064612316?se=AKFco5lk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=0E3B2BA22816B6264B8969573A2C2D8493AF5B5B","22.3511148","78.6677428"
"Sr Advanced Embedded Engr","Honeywell","Bangalore, Karnataka","2025-07-09T04:02:12Z","Engineering Jobs","https://www.adzuna.in/land/ad/5292690014?se=AKFco5lk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=BE36DDFF2CBE8A50E78ABCE66751C81E1427DEF2","12.9767936","77.5900820"
"Software Engineer II","Microsoft Corporation","Hyderabad, Telangana","2025-06-20T23:44:33Z","IT Jobs","https://www.adzuna.in/land/ad/5260279625?se=AKFco5lk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=D43943FB1B385EA17676F4862908C56C59E8CC96","17.40275","78.50806"
"Engineer - Printer Firmware (Image Software)","Qualcomm","Bangalore, Karnataka","2025-06-28T23:46:46Z","Engineering Jobs","https://www.adzuna.in/land/ad/5273757365?se=AKFco5lk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=7B55570C409C4D96A45F827DAD5BC340B40E6D05","12.95703","77.59837"
"Senior Engineer - Embedded Hardware Design","Flowserve Corporation","Bangalore, Karnataka","2025-07-17T10:37:49Z","Engineering Jobs","https://www.adzuna.in/land/ad/5307821695?se=AKFco5lk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=564F86A0ADFB02CA5240D459662FD86E78B0B62D","12.9767936","77.5900820"
"Software Developer 3","Oracle","India","2025-05-20T23:30:18Z","IT Jobs","https://www.adzuna.in/land/ad/5207791303?se=AKFco5lk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=153B9F9AACC5BB5D4C5068FCF3F6B517095317F1","22.3511148","78.6677428"
"Senior Manager - Firmware","Eaton Corporation","Hadapsar, Pune","2025-03-28T23:24:10Z","Engineering Jobs","https://www.adzuna.in/land/ad/5116175791?se=AKFco5lk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=AD87598222E8717399AC7CFD4B83891858B35944","18.5219","73.95314"
"Engineer, Senior - Display","Qualcomm","Bangalore, Karnataka","2025-07-16T10:39:55Z","IT Jobs","https://www.adzuna.in/land/ad/5305892078?se=AKFco5lk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=FB0A94C12EF0D2492BD1DAFF9BC5DB2C96E10B7B","12.95703","77.59837"
"Software Engineer","Texas Instruments","Bangalore, Karnataka","2025-06-06T23:28:47Z","IT Jobs","https://www.adzuna.in/land/ad/5236665008?se=AKFco5lk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=134E5946133F199A412A71ABBDBF62B022AC2386","12.9767936","77.5900820"
"Software Technical Leader - C | Linux | Platform Infrastructure | 12 - 15 Yrs","Cisco","Bangalore, Karnataka","2025-06-26T23:39:57Z","IT Jobs","https://www.adzuna.in/land/ad/5269932078?se=AKFco5lk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=22A30D5BE3F30CA27A8F9F9408531D3328355B80","12.95703","77.59837"
"Software Engineer - C | Python | Linux | Platform Infrastructure | 7 to 12 Years","Cisco","Bangalore, Karnataka","2025-06-26T23:39:56Z","IT Jobs","https://www.adzuna.in/land/ad/5269931828?se=AKFco5lk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=FB33B7C7633D2B9C3750EA184EE44EE89E12FCA3","12.95703","77.59837"
"Senior Principal Design Engineer","Cadence Design Systems, Inc.","Bangalore, Karnataka","2025-06-07T23:27:19Z","Engineering Jobs","https://www.adzuna.in/land/ad/5239047666?se=AKFco5lk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=692A1B237D2512439EB95C0638DA4DBCB38C8616","12.95703","77.59837"
"10 - Staff Engineer, Software 1","Celestica","India","2025-03-10T23:02:07Z","Engineering Jobs","https://www.adzuna.in/land/ad/5085429664?se=AKFco5lk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=7E75C7C541A7EC44582FAB6F822F911E20636E58","22.3511148","78.6677428"
"R&D Engineer -Embedded Firmware development - India Development Center","Hitachi","India","2025-06-28T03:16:09Z","IT Jobs","https://www.adzuna.in/details/5272287273?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Sr Adv Firmware Engineer","Resideo","India","2025-05-01T23:59:45Z","Engineering Jobs","https://www.adzuna.in/land/ad/5174168706?se=AKFco5lk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=644CFBB8EDBDF9FB03E81A7285BD8D9A8A68F748","22.3511148","78.6677428"
"Senior Enterprise Software Enginr","Medtronic","India","2025-06-24T23:43:25Z","IT Jobs","https://www.adzuna.in/land/ad/5266062650?se=AKFco5lk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=7227D54BEA5F70FF193136432849888DEBC03516","22.3511148","78.6677428"
"Sr Staff Engineer- Post Silicon System validation/Functional validation lead","Renesas","Hyderabad, Telangana","2025-07-12T10:46:12Z","Engineering Jobs","https://www.adzuna.in/land/ad/5299205422?se=AKFco5lk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=3CFA6F465F3DE6A06AF4B277FEE7D84C7310B296","17.40275","78.50806"
"CPU Software Engineer Sr.","Qualcomm","Bangalore, Karnataka","2025-05-27T23:41:35Z","Engineering Jobs","https://www.adzuna.in/land/ad/5218905508?se=AKFco5lk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=F1119A7129E55FC1ECDA2C17AF578E4D4B6C39E2","12.95703","77.59837"
"Embedded Software Development Engineer","Copeland","Pune, Maharashtra","2025-07-18T11:43:57Z","Engineering Jobs","https://www.adzuna.in/land/ad/5309606845?se=AKFco5lk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=9E91E6EE4713B26B126F33F37D36EBC50DB8C647","18.5062","73.84735"
"Manager, Software Engineering","Celestica","India","2025-04-04T23:27:56Z","Engineering Jobs","https://www.adzuna.in/land/ad/5129579344?se=AKFco5lk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=3E898E87F0BD888C553053E160CDDFC28B5E5B72","22.3511148","78.6677428"
"Quality Assurance Engineer - Hardware and Firmware","Copeland","Pune, Maharashtra","2025-01-05T05:48:19Z","Engineering Jobs","https://www.adzuna.in/land/ad/4998218337?se=AKFco5lk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=287CACB97558E384600CDE80D5DADA0CE5E19B84","18.5062","73.84735"
"Sr. Systems Test Engineer","Allegion","Bangalore, Karnataka","2025-07-18T11:42:42Z","IT Jobs","https://www.adzuna.in/land/ad/5309606424?se=AKFco5lk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=62683DD665DF33F266B18CF34639371F1230CEF0","12.95703","77.59837"
"Specialist IS Business Systems Analyst","Amgen","Hyderabad, Telangana","2025-06-02T23:23:17Z","IT Jobs","https://www.adzuna.in/land/ad/5228984129?se=AKFco5lk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=1ED250E0AC061C8B3C2329FD845A8FAB01B140F6","17.40275","78.50806"
"Software Development Test Engineer  QA with BIOS, UEFI & Firmware  Experience (8-12 Yrs)","Cisco","Bangalore, Karnataka","2025-07-16T10:38:01Z","IT Jobs","https://www.adzuna.in/land/ad/5305888730?se=AKFco5lk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=43D20EB58F7BBB98A803C9E504317F680188CED2","12.95703","77.59837"
"Enterprise Software Engineer - II","Medtronic","India","2025-06-19T23:46:13Z","Engineering Jobs","https://www.adzuna.in/land/ad/5258453337?se=AKFco5lk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=0D046A0AABFEBA45B5BDB2B4C1164000594DB096","22.3511148","78.6677428"
"Principal Enterprise Software Engineer","Medtronic","India","2025-06-24T23:43:30Z","Engineering Jobs","https://www.adzuna.in/land/ad/5266062717?se=AKFco5lk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=053ECF5144B719C2598ADFF2E13DE123EA25DC16","22.3511148","78.6677428"
"Tech Lead Firmware","Resideo","India","2025-06-04T01:18:14Z","IT Jobs","https://www.adzuna.in/land/ad/5231312185?se=AKFco5lk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=4B65C21D12D5D5FD7B99F9B8DC34D5B0476F12BB","22.3511148","78.6677428"
